ID	parent	snomed_name	snomed_code	snomed_partial_code	is_direct
антагонист рецепторов альдостерона	Medication	Allergy to aldosterone receptor antagonist (finding)	295007000	0	1
антибиотик	Medication	Antibiotic (product) 	255631004	255631004	0
антиингибиторный коагулянтный комплекс	Medication	Allergy to anti-inhibitor coagulant complex (finding)	294865002	0	1
антитромбин iii	Medication	Allergy to antithrombin III (finding)	294855008	0	1
апап	Medication	Allergy to paracetamol (finding)	293584003	0	1
апоморфин	Medication	Allergy to apomorphine (finding)	293812003	0	1
апотель	Medication	Allergy to paracetamol (finding)	293584003	0	1
апротинин	Medication	Allergy to aprotinin (finding)	294889009	0	1
аркетал ромфарм	Medication	Allergy to ketoprofen (finding)	293621000	0	1
артрозилен	Medication	Allergy to ketoprofen (finding)	293621000	0	1
артрум	Medication	Allergy to ketoprofen (finding)	293621000	0	1
аскорбиновая кислота	Medication	Allergy to ascorbic acid (finding)	294940003	0	1
аспарагиназа	Medication	Asparaginase (substance)	371014004	371014004	0
аспирин	Medication	Allergy to aspirin (finding)	293586001	0	1
атоваквон	Medication	Allergy to atovaquone (finding)	294596002	0	1
аторвастатин	Medication	Allergy to atorvastatin (finding)	1,32E+13	0	1
атропин	Medication	Allergy to atropine (finding)	294076004	0	1
аценокумарол	Medication	Allergy to acenocoumarol (finding)	294880008	0	1
ацеталозамида	Medication	Allergy to acetazolamide (finding)	295030006	0	1
ацетилхолин	Medication	Allergy to acetylcholine (finding)	773399002	0	1
ацетилцистеин	Medication	Allergy to acetylcysteine (finding)	294097003	0	1
ацикловир	Medication	Allergy to aciclovir (finding)	294384008	0	1
аципимокс	Medication	Allergy to acipimox (finding)	294958009	0	1
бакампициллин	Medication	Allergy to bacampicillin (finding)	294511006	0	1
баклофен	Medication	Allergy to baclofen (finding)	294234003	0	1
бальзам перу	Medication	Allergy to balsam of Peru (finding)	830212002	0	1
баметан	Medication	Allergy to bamethan (finding)	773420005	0	1
баралгин ультра	Medication	Allergy to ibuprofen (finding)	293619005	0	1
барбитурат	Medication	Allergy to barbiturate (finding)	860900002	0	1
бекламид	Medication	Allergy to beclamide (finding)	293858002	0	1
бендрофлюметиазид	Medication	Allergy to bendroflumethiazide (finding)	294992007	0	1
бенетамин пенициллин	Medication	Allergy to benethamine penicillin (finding)	294494002	0	1
бензатропин	Medication	Allergy to benzatropine (finding)	294078003	0	1
бензилбензоат	Medication	Allergy to benzyl benzoate (finding)	294620008	0	1
бензилпенициллин	Medication	Allergy to benzylpenicillin (finding)	294499007	0	1
бензодиазепина	Medication	Allergy to benzodiazepine (finding)	767642003	0	1
бентонит	Medication	Allergy to bentonite (finding)	294281002	0	1
берактант	Medication	Allergy to beractant (finding)	294103005	0	1
бетагистина	Medication	Allergy to betahistine (finding)	295103004	0	1
бетанехол	Medication	Allergy to bethanechol (finding)	294018009	0	1
бетанидин	Medication	Allergy to betanidine (finding)	295033008	0	1
бефениум	Medication	Allergy to bephenium (finding)	294455003	0	1
бикалутамид	Medication	Allergy to bicalutamide (finding)	294769002	0	1
биперидена	Medication	Allergy to biperiden (finding)	294069009	0	1
бисакодил	Medication	Allergy to bisacodyl (finding)	293678008	0	1
бисфосфонатов	Medication	Allergy to bisphosphonate (finding)	294833000	0	1
блеомицин	Medication	Allergy to bleomycin (finding)	293761008	0	1
блокатор кальциевых каналов	Medication	Allergy to calcium channel blocker (finding)	293994004	0	1
борная кислота	Medication	Allergy to boric acid (finding)	294434000	0	1
ботулинический антитоксин	Medication	Allergy to botulinum antitoxin (finding)	294668002	0	1
бретилий	Medication	Allergy to bretylium (finding)	294986001	0	1
бриллиантовый зеленый	Medication	Allergy to brilliant green (finding)	294448000	0	1
бромгексин	Medication	Allergy to bromhexine (finding)	830081005	0	1
бромелаин	Medication	Allergy to bromelains (finding)	295112002	0	1
брудол для детей	Medication	Allergy to ibuprofen (finding)	293619005	0	1
бруфен cp	Medication	Allergy to ibuprofen (finding)	293619005	0	1
бумидол	Medication	Allergy to ibuprofen (finding)	293619005	0	1
бупренорфин	Medication	Allergy to buprenorphine (finding)	293596005	0	1
буспирон	Medication	Allergy to buspirone (finding)	293911006	0	1
бутриптилин	Medication	Allergy to butriptyline (finding)	293822009	0	1
быструм форте	Medication	Allergy to ketoprofen (finding)	293621000	0	1
быструмгель	Medication	Allergy to ketoprofen (finding)	293621000	0	1
быструмкапс	Medication	Allergy to ketoprofen (finding)	293621000	0	1
вакцина	Medication	Vaccine (substance)	398827000	398827000	0
валацикловир	Medication	Allergy to valaciclovir (finding)	294374007	0	1
валусал	Medication	Allergy to ketoprofen (finding)	293621000	0	1
вальпроевая кислота	Medication	Allergy to valproic acid (finding)	773485002	0	1
ванкомицин	Medication	Allergy to vancomycin (finding)	294475007	0	1
варфарин	Medication	Allergy to warfarin (finding)	294881007	0	1
верошпирон	Medication	Allergy to spironolactone (finding)	295009002	0	1
вигабатрин	Medication	Allergy to vigabatrin (finding)	293868007	0	1
видарабина	Medication	Allergy to vidarabine (finding)	294383002	0	1
вилоксазин	Medication	Allergy to viloxazine (finding)	293856003	0	1
вит	Medication	Vitamin (substance)	87708000	87708000	0
вит в	Medication	Vitamin B and vitamin B derivative (substance)	103069003	103069003	0
витамин	Medication	Allergy to vitamin supplement (finding)	294920005	0	1
витамин в	Medication	Vitamin B and vitamin B derivative (substance)	103069003	103069003	0
витамин группы в	Medication	Vitamin B and vitamin B derivative (substance)	103069003	103069003	0
витамин b12	Medication	Allergy to vitamin B12 and vitamin B12 derivative (finding)	767475000	0	1
витамин c	Medication	Ascorbic acid (substance)	43706004	43706004	0
витамин d	Medication	Allergy to vitamin D and vitamin D derivative (finding)	294924001	0	1
витамин e	Medication	Vitamin E and vitamin E derivative (substance)	37237003	37237003	0
витамин k	Medication	Allergy to vitamin K and vitamin K derivative (finding)	294925000	0	1
виферон	Medication	Interferon alfa (substance)	45754009	45754009	0
галотан	Medication	Allergy to halothane (finding)	293714007	0	1
галофантрин	Medication	Allergy to halofantrine (finding)	294399008	0	1
ганцикловир	Medication	Allergy to ganciclovir (finding)	294370003	0	1
гексетидин	Medication	Allergy to hexetidine (finding)	294407003	0	1
гентамицин	Medication	Allergy to gentamicin (finding)	294469003	0	1
гепарин	Medication	Allergy to heparin (finding)	294872001	0	1
гепариноид	Medication	Allergy to heparinoid (finding)	294876003	0	1
гестагенный гормон	Medication	Allergy to progestational hormone (finding)	294745001	0	1
гиалуронидаза	Medication	Allergy to hyaluronidase (finding)	295114001	0	1
гиалуроновая кислота	Medication	Allergy to hyaluronic acid (finding)	773482004	0	1
гидралазин	Medication	Allergy to hydralazine (finding)	295075009	0	1
гидраргафен	Medication	Allergy to hydrargaphen (finding)	294405006	0	1
гидроксид алюминия	Medication	Allergy to aluminium hydroxide (finding)	293666009	0	1
гидроксизина	Medication	Allergy to hydroxyzine (finding)	294135005	0	1
гидроксикарбамид	Medication	Allergy to hydroxycarbamide (finding)	293781009	0	1
гидрофлуметиазид	Medication	Allergy to hydroflumethiazide (finding)	294996005	0	1
гидрохлоротиазид	Medication	Allergy to hydrochlorothiazide (finding)	294995009	0	1
гидрохлортиазид	Medication	Allergy to hydrochlorothiazide (finding)	294995009	0	1
гипоталамический гормон	Medication	Allergy to hypothalamic hormone (finding)	767014001	0	1
гликозид наперстянки	Medication	Allergy to digitalis glycoside (finding)	782529008	0	1
гликопиррония	Medication	Allergy to glycopyrronium (finding)	294080009	0	1
глицерил тринитрат	Medication	Allergy to glyceryl trinitrate (finding)	295079003	0	1
глицерин	Medication	Allergy to glycerol (finding)	294320001	0	1
глицин	Medication	Allergy to glycine (finding)	294298002	0	1
глутаровый альдегид	Medication	Allergy to glutaraldehyde (finding)	294423003	0	1
глюкагон	Medication	Allergy to glucagon (finding)	294671005	0	1
гоматропин	Medication	Allergy to homatropine (finding)	294081008	0	1
гормон гипофиза	Medication	Allergy to pituitary hormone (finding)	767015000	0	1
гормон щитовидной железы	Medication	Allergy to thyroid hormone (finding)	782597003	0	1
гризеофульвин	Medication	Allergy to griseofulvin (finding)	294348001	0	1
группа крови антител d	Medication	Allergy to blood group antibody D (finding)	294636005	0	1
гуанетидин	Medication	Allergy to guanethidine (finding)	295035001	0	1
дактиномицин	Medication	Allergy to dactinomycin (finding)	293760009	0	1
дальтепарина	Medication	Allergy to dalteparin (finding)	294874000	0	1
дантролен	Medication	Allergy to dantrolene (finding)	294237005	0	1
дантрон	Medication	Allergy to dantron (finding)	293679000	0	1
дапсона	Medication	Allergy to dapsone (finding)	294617000	0	1
деблок	Medication	Allergy to ibuprofen (finding)	293619005	0	1
дебризохин	Medication	Allergy to debrisoquine (finding)	295034002	0	1
дегидрохолевая кислота	Medication	Allergy to dehydrocholic acid (finding)	293700007	0	1
дезипрамин	Medication	Allergy to desipramine (finding)	293831009	0	1
деквалиния	Medication	Allergy to dequalinium (finding)	294443009	0	1
демеклоциклина	Medication	Allergy to demeclocycline (finding)	294591007	0	1
деносумаб	Medication	Allergy to denosumab (finding)	737493007	0	1
десмопрессин	Medication	Allergy to desmopressin (finding)	294807008	0	1
десфлюран	Medication	Allergy to desflurane (finding)	293717000	0	1
детский панадол	Medication	Allergy to paracetamol (finding)	293584003	0	1
дефероксамин	Medication	Allergy to deferoxamine (finding)	294284005	0	1
диазоксид	Medication	Allergy to diazoxide (finding)	295074008	0	1
диализирующий раствор	Medication	Allergy to dialysis fluid (finding)	294299005	0	1
диаморфином	Medication	Allergy to diamorphine (finding)	293598006	0	1
дигидрокодеин	Medication	Allergy to dihydrocodeine (finding)	293599003	0	1
дигоксин иммунная фабрика	Medication	Allergy to digoxin immune fab (finding)	294268009	0	1
дизоксирибонуклеаза	Medication	Allergy to deoxyribonuclease (finding)	295113007	0	1
дизопирамид	Medication	Allergy to disopyramide (finding)	294977006	0	1
дилоксанид	Medication	Allergy to diloxanide (finding)	294602004	0	1
димедрол	Medication	Allergy to diphenhydramine (finding)	294133003	0	1
дименгидринат	Medication	Allergy to dimenhydrinate (finding)	294123006	0	1
димеркапрол	Medication	Allergy to dimercaprol (finding)	294283004	0	1
диметилсульфоксид	Medication	Allergy to dimethyl sulfoxide (finding)	293796008	0	1
дипивефрин	Medication	Allergy to dipivefrin (finding)	294060008	0	1
дипиридамол	Medication	Allergy to dipyridamole (finding)	295077001	0	1
дистигмина бромид	Medication	Allergy to distigmine (finding)	294013000	0	1
дифенилбутилпиперидин	Medication	Allergy to diphenylbutylpiperidine (finding)	293925007	0	1
дифтерийный антитоксин	Medication	Allergy to diphtheria antitoxin (finding)	294669005	0	1
дицикломин	Medication	Allergy to dicycloverine (finding)	293693007	0	1
диэтилкарбамазина	Medication	Allergy to diethylcarbamazine (finding)	294456002	0	1
диэтиловый эфир	Medication	Allergy to diethyl ether (finding)	767198002	0	1
доксепин	Medication	Allergy to doxepin (finding)	293823004	0	1
доксициклин	Medication	Allergy to doxycycline (finding)	294585005	0	1
доксорубицин	Medication	Allergy to doxorubicin (finding)	293766003	0	1
докузат	Medication	Allergy to docusate (finding)	293687004	0	1
долгит	Medication	Allergy to ibuprofen (finding)	293619005	0	1
домифена	Medication	Allergy to domiphen (finding)	294439005	0	1
домперидон	Medication	Allergy to domperidone (finding)	293674005	0	1
допамин	Medication	Allergy to dopamine (finding)	294061007	0	1
дорназа альфа	Medication	Allergy to dornase alfa (finding)	294091002	0	1
досулепин	Medication	Allergy to dosulepin (finding)	293832002	0	1
желатин	Medication	Allergy to gelatin (finding)	294847001	0	1
зеленка	Medication	Allergy to brilliant green (finding)	294448000	0	1
золпидем	Medication	Allergy to zolpidem (finding)	293875008	0	1
зопиклон	Medication	Allergy to zopiclone (finding)	293874007	0	1
иапф	Medication	Non-allergic hypersensitivity to angiotensin-converting enzyme inhibitor (finding)	609537003	0	1
ибупром спринт капс	Medication	Allergy to ibuprofen (finding)	293619005	0	1
ибупрофен	Medication	Allergy to ibuprofen (finding)	293619005	0	1
ибупрофен велфарм	Medication	Allergy to ibuprofen (finding)	293619005	0	1
ибупрофен для детей	Medication	Allergy to ibuprofen (finding)	293619005	0	1
ибупрофен фт	Medication	Allergy to ibuprofen (finding)	293619005	0	1
ибупрофен-акрихин	Medication	Allergy to ibuprofen (finding)	293619005	0	1
ибупрофен-фс	Medication	Allergy to ibuprofen (finding)	293619005	0	1
ибупрофен-хемофарм	Medication	Allergy to ibuprofen (finding)	293619005	0	1
идаруцибин	Medication	Allergy to idarubicin (finding)	293768002	0	1
идоксуридин	Medication	Allergy to idoxuridine (finding)	294385009	0	1
изоаминил	Medication	Allergy to isoaminile (finding)	294148009	0	1
изоконазол	Medication	Allergy to isoconazole (finding)	294360000	0	1
изоксуприн	Medication	Allergy to isoxsuprine (finding)	295098001	0	1
изониазид	Medication	Allergy to isoniazid (finding)	294614007	0	1
изопреналин	Medication	Allergy to isoprenaline (finding)	294050004	0	1
изосорбид	Medication	Allergy to isosorbide (finding)	773428003	0	1
изофлюрана	Medication	Allergy to isoflurane (finding)	293715008	0	1
изоэтарин	Medication	Allergy to isoetarine (finding)	830169008	0	1
имипенем	Medication	Allergy to imipenem (finding)	442408006	0	1
имипрамин	Medication	Allergy to imipramine (finding)	293833007	0	1
ингибитор альдегиддегидрогеназы	Medication	Allergy to aldehyde dehydrogenase inhibitor (finding)	830277004	0	1
ингибитор моноаминоксидазы	Medication	Allergy to monoamine oxidase inhibitor (finding)	293835000	0	1
ингибитор обратной транскриптазы	Medication	Allergy to reverse transcriptase inhibitor (finding)	713276002	0	1
ингибитор протеазы	Medication	Allergy to protease inhibitor (finding)	713296005	0	1
инданедион	Medication	Allergy to indanedione (finding)	782560008	0	1
инозин пранобекс	Medication	Allergy to inosine pranobex (finding)	294368007	0	1
инозит	Medication	Allergy to inositol (finding)	294937003	0	1
инспирон 	Medication	Fenspiride (substance)	712690002	712690002	0
инсулин	Medication	Allergy to insulin (finding)	294714000	0	1
интерферон	Medication	Allergy to interferon (finding)	294375008	0	1
интрафен-ген	Medication	Allergy to ibuprofen (finding)	293619005	0	1
ипекакуана	Medication	Allergy to ipecacuanha (finding)	294264006	0	1
ипратропия	Medication	Allergy to ipratropium (finding)	294082001	0	1
иприндол	Medication	Allergy to iprindole (finding)	293824005	0	1
итраконазол	Medication	Allergy to itraconazole (finding)	294366006	0	1
ифимол	Medication	Allergy to paracetamol (finding)	293584003	0	1
йод	Medication	Allergy to iodine compound (finding)	294913003	0	1
йодсодержащий препарат	Medication	Allergy to iodine compound (finding)	294913003	0	1
кальций регулирующий гормон	Medication	Allergy to calcium regulating hormone (finding)	294838009	0	1
каменноугольная смола	Medication	Allergy to coal tar (finding)	294169006	0	1
канамицин	Medication	Allergy to kanamycin (finding)	294464008	0	1
каолин	Medication	Allergy to kaolin (finding)	293669002	0	1
капреомицин	Medication	Allergy to capreomycin (finding)	294609008	0	1
карбамазепин	Medication	Allergy to carbamazepine (finding)	293867002	0	1
карбахол	Medication	Allergy to carbachol (finding)	294019001	0	1
карбенициллин	Medication	Allergy to carbenicillin (finding)	294510007	0	1
карбеноксолон	Medication	Allergy to carbenoxolone (finding)	293657005	0	1
карбидопа	Medication	Allergy to carbidopa and/or levodopa (finding)	870731003	0	1
карбоплатина	Medication	Allergy to carboplatin (finding)	293779007	0	1
карбоцистеин	Medication	Allergy to carbocisteine (finding)	294095006	0	1
каризопродол	Medication	Allergy to carisoprodol (finding)	294235002	0	1
карфециллин	Medication	Allergy to carfecillin (finding)	294518000	0	1
каскара	Medication	Allergy to cascara (finding)	293685007	0	1
касторовое масло	Medication	Allergy to castor oil (finding)	294318004	0	1
кетамин	Medication	Allergy to ketamine (finding)	293707005	0	1
кетоконазол	Medication	Allergy to ketoconazole (finding)	294362008	0	1
кетонал	Medication	Allergy to ketoprofen (finding)	293621000	0	1
кетонал дуо	Medication	Allergy to ketoprofen (finding)	293621000	0	1
кетонал уно	Medication	Allergy to ketoprofen (finding)	293621000	0	1
кетоналактив	Medication	Allergy to ketoprofen (finding)	293621000	0	1
кетоналактив плюс	Medication	Allergy to ketoprofen (finding)	293621000	0	1
кетопровел	Medication	Allergy to ketoprofen (finding)	293621000	0	1
кетопрофен	Medication	Allergy to ketoprofen (finding)	293621000	0	1
кетопрофен врамед	Medication	Allergy to ketoprofen (finding)	293621000	0	1
кетопрофен мв	Medication	Allergy to ketoprofen (finding)	293621000	0	1
кетопрофен органика	Medication	Allergy to ketoprofen (finding)	293621000	0	1
кетопрофен-лекфарм	Medication	Allergy to ketoprofen (finding)	293621000	0	1
кетопрофен-лор	Medication	Allergy to ketoprofen (finding)	293621000	0	1
кетопрофен-солофарм	Medication	Allergy to ketoprofen (finding)	293621000	0	1
кетопрофен-тева	Medication	Allergy to ketoprofen (finding)	293621000	0	1
кетопрофен-эском	Medication	Allergy to ketoprofen (finding)	293621000	0	1
кларитромицин	Medication	Allergy to clarithromycin (finding)	294471003	0	1
клиндамицин	Medication	Allergy to clindamycin (finding)	294561002	0	1
клозапин	Medication	Allergy to clozapine (finding)	293916001	0	1
клоксациллин	Medication	Allergy to cloxacillin (finding)	294501004	0	1
клометиазол	Medication	Allergy to clomethiazole (finding)	293912004	0	1
кломипрамин	Medication	Allergy to clomipramine (finding)	293830005	0	1
кломоциклин	Medication	Allergy to clomocycline (finding)	294584009	0	1
клотримазол	Medication	Allergy to clotrimazole (finding)	294356003	0	1
клофазимина	Medication	Allergy to clofazimine (finding)	294618005	0	1
коагуляционный белок	Medication	Allergy to coagulation protein (finding)	770891008	0	1
кодеин	Medication	Allergy to codeine (finding)	293597001	0	1
колестиполом	Medication	Allergy to colestipol (finding)	294961005	0	1
колестирамин	Medication	Allergy to colestyramine (finding)	294962003	0	1
коллаген	Medication	Allergy to collagen (finding)	294888001	0	1
колфосцерил	Medication	Allergy to colfosceril (finding)	294106002	0	1
конкор	Medication	Allergy to bisoprolol (finding)	 293967003	0	1
кордарон	Medication	Allergy to amiodarone (finding)	294988000	0	1
кортикостероиды и производные кортикостероидов	Medication	Allergy to corticosteroid and corticosteroid derivative (finding)	294677009	0	1
кофеин	Medication	Allergy to caffeine (finding)	418344001	0	1
кромоглициевая кислота	Medication	Allergy to cromoglicic acid (finding)	767203005	0	1
ксамотерол	Medication	Allergy to xamoterol (finding)	294064004	0	1
ксарелто	Medication	Product containing rivaroxaban (medicinal product)	442539005	442539005	0
ксумапар	Medication	Allergy to paracetamol (finding)	293584003	0	1
лактулоза	Medication	Allergy to lactulose (finding)	293681003	0	1
ламотриджин	Medication	Allergy to lamotrigine (finding)	293859005	0	1
латамоксеф	Medication	Allergy to latamoxef (finding)	294539007	0	1
лашезин	Medication	Allergy to lachesine (finding)	830170009	0	1
левамизол	Medication	Allergy to levamisole (finding)	293738006	0	1
левокарнитин	Medication	Allergy to levocarnitine (finding)	294912008	0	1
левомицетин	Medication	Allergy to chloramphenicol (finding)	294593005	0	1
левоноргестрел	Medication	Allergy to levonorgestrel (finding)	294754003	0	1
лекарства	Medication	Drug or medicament (substance) 	410942007	410942007	0
лекарство	Medication	Drug or medicament (substance) 	410942007	410942007	0
ленограстим	Medication	Allergy to lenograstim (finding)	293736005	0	1
лидаза	Medication	Allergy to hyaluronidase (finding)	295114001	0	1
лидокаин	Medication	Allergy to lidocaine (finding)	293722000	0	1
лимециклин	Medication	Allergy to lymecycline (finding)	294586006	0	1
линкомицин	Medication	Allergy to lincomycin (finding)	294562009	0	1
ловастатин	Medication	Allergy to lovastatin (finding)	718536006	0	1
лодоксамид	Medication	Allergy to lodoxamide (finding)	294145007	0	1
локсапина	Medication	Allergy to loxapine (finding)	293915002	0	1
лофепрамина	Medication	Allergy to lofepramine (finding)	293825006	0	1
магний	Medication	Allergy to magnesium sulfate (finding)	293682005	0	1
мазиндол	Medication	Allergy to mazindol (finding)	293802005	0	1
мазь	Medication	Ointment (basic dose form)	385101003	385101003	0
макролиды	Medication	Allergy to macrolide (finding)	860907004	0	1
максиколд для детей	Medication	Allergy to ibuprofen (finding)	293619005	0	1
маннит	Medication	Allergy to mannitol (finding)	295019008	0	1
мапротилин	Medication	Allergy to maprotiline (finding)	293853006	0	1
масло мяты перечной	Medication	Allergy to peppermint oil (finding)	293690005	0	1
мебеверин	Medication	Allergy to mebeverine (finding)	293692002	0	1
мебендазол	Medication	Allergy to mebendazole (finding)	294458001	0	1
медикамент	Medication	Drug or medicament (substance) 	410942007	410942007	0
мезлоциллин	Medication	Allergy to mezlocillin (finding)	294508005	0	1
мексилетин	Medication	Allergy to mexiletine (finding)	294980007	0	1
мепакрин	Medication	Allergy to mepacrine (finding)	294400001	0	1
мепензолат	Medication	Allergy to mepenzolate (finding)	293694001	0	1
мепробамат	Medication	Allergy to meprobamate (finding)	293906009	0	1
мептазинол	Medication	Allergy to meptazinol (finding)	293608007	0	1
меркаптопурин	Medication	Allergy to mercaptopurine (finding)	293772003	0	1
меропенем	Medication	Allergy to meropenem (finding)	442022002	0	1
мерсалил	Medication	Allergy to mersalyl (finding)	295021003	0	1
месна	Medication	Allergy to mesna (finding)	294269001	0	1
местный анестетик	Medication	Allergy to local anesthetic (finding)	293718005	0	1
метадон	Medication	Allergy to methadone (finding)	293594008	0	1
метахолиновый	Medication	Allergy to methacholine (finding)	294009007	0	1
метиклотиазид	Medication	Allergy to methyclothiazide (finding)	294997001	0	1
метиксен	Medication	Allergy to methixene (finding)	294083006	0	1
метилрозанилиния хлорид	Medication	Allergy to methylrosanilinium chloride (finding)	294447005	0	1
метилтестостерон	Medication	Allergy to methyltestosterone (finding)	294775006	0	1
метилфенидат	Medication	Allergy to methylphenidate (finding)	293955000	0	1
метилцистеин	Medication	Allergy to methylcysteine (finding)	294096007	0	1
метиприлон	Medication	Allergy to methyprylon (finding)	293877000	0	1
метирозин	Medication	Allergy to metirosine (finding)	295049005	0	1
метициллину	Medication	Allergy to meticillin (finding)	294503001	0	1
метогекситал	Medication	Allergy to methohexital (finding)	293710003	0	1
метокарбамол	Medication	Allergy to methocarbamol (finding)	294236001	0	1
метоклопрамид	Medication	Allergy to metoclopramide (finding)	293675006	0	1
метотрексат	Medication	Allergy to methotrexate (finding)	293771005	0	1
мециллинаму	Medication	Allergy to mecillinam (finding)	294519008	0	1
миансерин	Medication	Allergy to mianserin (finding)	293854000	0	1
миг 400	Medication	Allergy to ibuprofen (finding)	293619005	0	1
миг для детей	Medication	Allergy to ibuprofen (finding)	293619005	0	1
миг для малышей	Medication	Allergy to ibuprofen (finding)	293619005	0	1
миконазол	Medication	Allergy to miconazole (finding)	294363003	0	1
милринон	Medication	Allergy to milrinone (finding)	295062009	0	1
миндальная кислота	Medication	Allergy to mandelic acid (finding)	294563004	0	1
минеральное масло	Medication	Allergy to mineral oil (finding)	294327003	0	1
миноксидил	Medication	Allergy to minoxidil (finding)	295071000	0	1
миноциклин	Medication	Allergy to minocycline (finding)	294587002	0	1
митомицин	Medication	Allergy to mitomycin (finding)	293762001	0	1
мифепристон	Medication	Allergy to mifepristone (finding)	294245000	0	1
молграмостим	Medication	Allergy to molgramostim (finding)	293735009	0	1
морацизин	Medication	Allergy to moracizine (finding)	294981006	0	1
морфий	Medication	Allergy to morphine (finding)	293601001	0	1
мупироцин	Medication	Allergy to mupirocin (finding)	294480003	0	1
набилон	Medication	Allergy to nabilone (finding)	293673004	0	1
налидиксовая кислота	Medication	Allergy to nalidixic acid (finding)	294486009	0	1
